Date,Open,High,Low,Close,Volume
1/2/2018 16:00:00,2683.73,2695.89,2682.36,2695.81,1892676821
1/3/2018 16:00:00,2697.85,2714.37,2697.77,2713.06,2247360842
1/4/2018 16:00:00,2719.31,2729.29,2719.07,2723.99,2209734660
1/5/2018 16:00:00,2731.33,2743.45,2727.92,2743.15,1998927821
1/8/2018 16:00:00,2742.67,2748.51,2737.6,2747.71,1965531285
1/9/2018 16:00:00,2751.15,2759.14,2747.86,2751.29,2022846957
1/10/2018 16:00:00,2745.55,2750.8,2736.06,2748.23,2091186564
1/11/2018 16:00:00,2752.97,2767.56,2752.78,2767.56,1975974166
1/12/2018 16:00:00,2770.18,2787.85,2769.64,2786.24,2129410147
1/16/2018 16:00:00,2798.96,2807.54,2768.64,2776.42,2600258928
1/17/2018 16:00:00,2784.99,2807.04,2778.38,2802.56,2419144959
1/18/2018 16:00:00,2802.4,2805.83,2792.56,2798.03,2307360399
1/19/2018 16:00:00,2802.6,2810.33,2798.08,2810.3,2440064591
1/22/2018 16:00:00,2809.16,2833.03,2808.12,2832.97,2162473890
1/23/2018 16:00:00,2835.05,2842.24,2830.59,2839.13,2168016076
1/24/2018 16:00:00,2845.42,2852.97,2824.81,2837.54,2447566185
1/25/2018 16:00:00,2846.24,2848.56,2830.94,2839.25,2317282272
1/26/2018 16:00:00,2847.48,2872.87,2846.18,2872.87,2215919470
1/29/2018 16:00:00,2867.23,2870.62,2851.48,2853.53,2175684056
1/30/2018 16:00:00,2832.74,2837.75,2818.27,2822.43,2405602352
1/31/2018 16:00:00,2832.41,2839.26,2813.04,2823.81,2823741643
2/1/2018 16:00:00,2816.45,2835.96,2812.7,2821.98,2466173553
2/2/2018 16:00:00,2808.92,2808.92,2759.97,2762.13,2721617693
2/5/2018 16:00:00,2741.06,2763.39,2638.17,2648.94,3544117631
2/6/2018 16:00:00,2614.78,2701.04,2593.07,2695.14,4024143782
2/7/2018 16:00:00,2690.95,2727.67,2681.33,2681.66,2838299340
2/8/2018 16:00:00,2685.01,2685.27,2580.56,2581,3249463483
2/9/2018 16:00:00,2601.78,2638.67,2532.69,2619.55,3731314758
2/12/2018 16:00:00,2636.75,2672.61,2622.45,2656,2679600258
2/13/2018 16:00:00,2646.27,2668.84,2637.08,2662.94,2093173107
2/14/2018 16:00:00,2651.21,2702.1,2648.87,2698.63,2420069523
2/15/2018 16:00:00,2713.46,2731.51,2689.82,2731.2,2296146111
2/16/2018 16:00:00,2727.14,2754.42,2725.11,2732.22,2214918724
2/20/2018 16:00:00,2722.99,2737.6,2706.76,2716.26,2135921507
2/21/2018 16:00:00,2720.53,2747.75,2701.29,2701.33,2221587843
2/22/2018 16:00:00,2710.42,2731.26,2697.77,2703.96,2099630393
2/23/2018 16:00:00,2715.8,2747.76,2713.74,2747.3,1869037502
2/26/2018 16:00:00,2757.37,2780.64,2753.78,2779.6,2112406595
2/27/2018 16:00:00,2780.45,2789.15,2744.22,2744.28,2357084280
2/28/2018 16:00:00,2753.78,2761.52,2713.54,2713.83,2606285720
3/1/2018 16:00:00,2715.22,2730.89,2659.65,2677.67,2790764003
